1024    0.166720    0.248042    0.130900    0.044093    0.022799
2048    1.061831    1.437830    0.818306    0.377048    0.156275
4096    28.633505   10.191993   6.120763    3.298536    1.123523
8192    28.633505   10.191993   6.120763    3.298536    1.123523
